Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
7100.0,2008-10-17,Thomas Unversity Private Loan,704.0,14.06%,398xx,GA,3 years,0.0
14000.0,2009-04-08,School loan,0.0,0%,197xx,DE,10+ years,0.0
3000.0,2008-03-28,Help me pay for college,624.0,23.95%,981xx,WA,2 years,0.0
6000.0,2008-10-24,Economical Scooter,683.0,7.58%,325xx,FL,< 1 year,0.0
15000.0,2009-05-05,Credit Card Relief,511.0,53.52%,482xx,MI,1 year,0.0
5000.0,2008-04-07,pay-off,543.0,365.08%,190xx,PA,10+ years,0.0
4000.0,2008-11-10,mortgage refi,576.0,17.5%,925xx,CA,< 1 year,0.0
10000.0,2009-02-27, ,734.0,29.27%,027xx,MA,10+ years,0.0
3000.0,2008-04-01,Personal loan,441.0,0.42%,992xx,WA,10+ years,0.0
12450.0,2009-01-18,Fund Kitchen Rennovation,641.0,5.28%,073xx,NJ,7 years,0.0
1000.0,2009-05-05,My Medical bill,714.0,0%,321xx,FL,< 1 year,0.0
25000.0,2009-03-14,Raders,526.0,49.54%,633xx,MO,6 years,0.0
8000.0,2009-03-11,Just Need A Break To Get Ahead,658.0,14.95%,906xx,CA,6 years,0.0
2000.0,2007-10-13,sshotwell,500.0,29.5%,323xx,FL,1 year,0.0
1000.0,2009-02-23,Rent payment,535.0,0%,212xx,MD,< 1 year,0.0
1500.0,2008-09-15,public service bill,530.0,62%,075xx,NJ,2 years,0.0
10000.0,2008-01-15,XYZ,568.0,11.42%,176xx,PA,10+ years,0.0
20000.0,2008-11-27,Loan 08,648.0,4%,127xx,NY,4 years,0.0
12000.0,2009-05-13,Business loan.,672.0,5.33%,487xx,MI,< 1 year,0.0
1000.0,2008-04-06,Moving,397.0,20.92%,750xx,TX,< 1 year,0.0
5000.0,2008-04-07,Get Caught Up,659.0,50.3%,473xx,IN,9 years,0.0
20000.0,2008-02-21,home_improvement,669.0,12.55%,945xx,CA,1 year,0.0
22000.0,2009-04-26, ,777.0,13.05%,960xx,CA,10+ years,0.0
12000.0,2008-02-27,sahailadance,705.0,12.05%,980xx,WA,6 years,0.0
1500.0,2009-05-14,My first car,567.0,50.57%,210xx,MD,7 years,0.0
7000.0,2008-03-26,becca,632.0,27.4%,802xx,CO,< 1 year,0.0
500.0,2007-12-04,blackdancer85,436.0,20.35%,104xx,NY,< 1 year,0.0
7000.0,2009-04-28, ,679.0,2.07%,080xx,NJ,6 years,0.0
1500.0,2008-06-08, ,660.0,3%,140xx,NY,< 1 year,0.0
10000.0,2009-05-13,education,592.0,0%,191xx,PA,< 1 year,0.0
1000.0,2009-02-02,Eliminating Toxic Debt,671.0,3.07%,024xx,MA,< 1 year,0.0
3000.0,2008-10-21,Need a quick loan,702.0,13.56%,225xx,VA,< 1 year,0.0
25000.0,2008-12-09,Home renovation,660.0,7.15%,902xx,CA,10+ years,0.0
8500.0,2008-10-29,Debt,617.0,15.86%,787xx,TX,10+ years,0.0
5000.0,2008-12-01,Northgate Lakes Apartments,634.0,304.8%,330xx,FL,3 years,0.0
1200.0,2009-04-21,Getting my first apartment,514.0,11.9%,148xx,NY,< 1 year,0.0
15000.0,2007-10-24,Pest pro,670.0,28.56%,300xx,GA,1 year,0.0
5000.0,2008-12-20,Debt Loan,474.0,6.61%,112xx,NY,1 year,0.0
2000.0,2009-01-06,Assistance,475.0,10.25%,953xx,CA,2 years,0.0
1000.0,2007-12-10,steelerfan66,443.0,16.5%,444xx,OH,< 1 year,0.0
8500.0,2009-02-27,home improvement / debt consolidation,715.0,3.81%,325xx,FL,3 years,0.0
5000.0,2008-03-22,doug kobus,573.0,0.4%,130xx,NY,1 year,0.0
9000.0,2007-12-27,Carl527,608.0,13.76%,351xx,AL,9 years,0.0
3000.0,2009-01-22,Help needed for car,505.0,0%,170xx,PA,1 year,0.0
5000.0,2008-11-04,Law School (Bar Exam),622.0,44.11%,352xx,AL,9 years,0.0
15000.0,2008-01-13,owner,554.0,19.65%,325xx,FL,9 years,0.0
8400.0,2009-03-07,Lower rates,743.0,26.73%,160xx,PA,10+ years,0.0
4500.0,2008-04-25,Complete the effort,536.0,3.91%,333xx,FL,< 1 year,0.0
5000.0,2007-10-10,Randall Avenue,476.0,0.33%,104xx,NY,5 years,0.0
2200.0,2008-01-03,Project to reduce utility bills,576.0,16.36%,629xx,IL,1 year,0.0
8600.0,2009-01-02,Senior Year at Marquette,665.0,256.32%,535xx,WI,2 years,0.0
2000.0,2008-12-30,personal loan,661.0,13.5%,027xx,MA,8 years,0.0
10000.0,2008-11-05,Refinance Credit Card,666.0,10.92%,951xx,CA,< 1 year,0.0
4000.0,2008-11-10,Personal ,571.0,4.7%,333xx,FL,1 year,0.0
5000.0,2008-11-29,Margaret's Blessing,802.0,8.26%,852xx,AZ,7 years,0.0
6000.0,2009-05-16,Need money till I ship to basic training,574.0,37.89%,958xx,CA,< 1 year,0.0
2000.0,2009-05-04,Needing to pay off debt,492.0,3.36%,786xx,TX,3 years,0.0
7500.0,2008-06-04, ,678.0,23.68%,671xx,KS,2 years,0.0
2000.0,2008-01-09,GT Tuition Money 4 a National Guardsman,656.0,18.3%,303xx,GA,1 year,0.0
14500.0,2007-11-30,Help this young family get out of debt!,669.0,8.47%,681xx,NE,< 1 year,0.0
1500.0,2008-04-20,vacation,647.0,13.88%,073xx,NJ,1 year,0.0
2600.0,2008-09-20,Moving,559.0,20.25%,558xx,MN,6 years,0.0
25000.0,2008-12-08,Business Loan,712.0,3.94%,302xx,GA,< 1 year,0.0
1500.0,2008-06-08,Rebuilding,570.0,15.5%,479xx,IN,< 1 year,0.0
1500.0,2008-07-31,Upgrade Computer & Printer,620.0,22.67%,275xx,NC,9 years,0.0
15000.0,2008-01-11,OhioLCMember,532.0,16.68%,446xx,OH,10+ years,0.0
7000.0,2008-04-17,bridge loan for accounts payable,560.0,14.98%,024xx,MA,1 year,0.0
11000.0,2009-03-16,VIN #JTJBT20X660107360,774.0,7.26%,410xx,KY,< 1 year,0.0
5500.0,2007-12-11,telrashidi,709.0,34.17%,805xx,CO,1 year,0.0
10500.0,2009-03-23,"Consolidation - Med, Dent, Credit, SLoan",698.0,8.86%,451xx,OH,6 years,0.0
5000.0,2007-11-07,joy_kywonna,644.0,3.84%,331xx,FL,2 years,0.0
20000.0,2008-01-28,debt_consolidation,729.0,67.17%,802xx,CO,8 years,0.0
4000.0,2007-11-08,kamand4kids,479.0,0.5%,272xx,NC,8 years,0.0
15000.0,2009-04-26,Debt Consolidation,698.0,25.23%,076xx,NJ,< 1 year,0.0
25000.0,2008-02-12,stonetile8,525.0,0%,926xx,CA,10+ years,0.0
7500.0,2008-07-07,Inventory capital for Video Game Store,684.0,57.88%,934xx,CA,8 years,0.0
5000.0,2008-01-30,alantheshadow,734.0,10.43%,236xx,VA,2 years,0.0
5000.0,2008-04-07,rv for work,463.0,3.31%,992xx,WA,3 years,0.0
3500.0,2008-12-09,Loan for Bill Payment Request,471.0,0%,720xx,AR,1 year,0.0
20000.0,2009-04-22, ,774.0,4.24%,740xx,OK,10+ years,0.0
1500.0,2007-12-11,Creshaun,437.0,25.5%,891xx,UT,1 year,0.0
10000.0,2009-03-16,inspection business,523.0,12.27%,983xx,WA,7 years,0.0
8000.0,2007-09-16,Quasi,682.0,30.35%,235xx,VA,1 year,0.0
25000.0,2009-05-08,consolidation loan,662.0,38.93%,021xx,MA,2 years,0.0
20000.0,2009-04-29,Help me stop suffocating in debt,629.0,23.48%,441xx,OH,10+ years,0.0
3000.0,2007-11-26,debt_consolidation,490.0,11.87%,010xx,MA,2 years,0.0
13000.0,2008-03-10,Consolidate Credit Cards Debt,632.0,30.31%,925xx,CA,10+ years,0.0
20000.0,2007-12-13,bonc182,605.0,0.42%,303xx,GA,4 years,0.0
7500.0,2008-08-12,Help me get on with my Life,693.0,58.12%,740xx,OK,1 year,0.0
3000.0,2008-01-07,major_purchase,699.0,22.06%,361xx,AL,10+ years,0.0
2500.0,2007-11-13,Tuition Payment,657.0,4%,301xx,LA,< 1 year,0.0
1000.0,2008-04-27,I need a new computer for school,0.0,0%,950xx,CA,1 year,0.0
5000.0,2008-01-09,lawyergirl,457.0,12.45%,360xx,AL,< 1 year,0.0
6000.0,2009-03-26,Independent Auto Dealer,706.0,47.34%,300xx,GA,3 years,0.0
15998.0,2009-03-18, ,724.0,28.23%,840xx,UT,< 1 year,0.0
10000.0,2008-04-02,Business Capital,788.0,3.66%,051xx,VT,1 year,0.0
6000.0,2008-10-19, ,695.0,49.99%,426xx,KY,10+ years,0.0
7000.0,2008-05-06,better rate,659.0,2.4%,114xx,NY,1 year,0.0
20000.0,2007-11-13,aeya,619.0,5.19%,895xx,NV,2 years,0.0
20000.0,2009-03-28, ,728.0,33.99%,547xx,WI,8 years,0.0
2000.0,2008-11-13,WAITING ON DISABILITY AFTER BACK SURGERY,0.0,0%,453xx,OH,3 years,0.0
1000.0,2008-10-16,Jeffs Loan,571.0,0%,503xx,IA,< 1 year,0.0
3000.0,2008-07-08, ,702.0,56.31%,335xx,FL,1 year,0.0
7500.0,2009-01-26, ,624.0,16.27%,801xx,CO,3 years,0.0
6000.0,2008-07-04,Husband is leaving us.,433.0,5.68%,473xx,IN,< 1 year,0.0
7500.0,2008-10-07,fixing credit and consoldate bills,478.0,38.45%,427xx,KY,10+ years,0.0
5000.0,2009-02-07, ,700.0,28.27%,077xx,NJ,2 years,0.0
1000.0,2009-04-01,self,531.0,33.68%,349xx,FL,8 years,0.0
5000.0,2008-12-09,Relocation Expenses,622.0,32.38%,175xx,PA,< 1 year,0.0
17000.0,2007-12-06,debt_consolidation,669.0,46.33%,337xx,FL,10+ years,0.0
5000.0,2009-04-08, ,669.0,13.63%,914xx,CA,1 year,0.0
10000.0,2009-05-07,student loan,599.0,10.5%,125xx,NY,< 1 year,0.0
2000.0,2007-09-06,chijackie6,610.0,26.71%,442xx,OH,< 1 year,0.0
17000.0,2008-03-29,Divorcing and need to consolidate debt,712.0,43.68%,582xx,ND,1 year,0.0
9000.0,2008-10-26, ,752.0,28.98%,145xx,NY,< 1 year,0.0
20000.0,2009-02-10, ,707.0,30.56%,086xx,NJ,9 years,0.0
20000.0,2009-02-19,Short Term Loan Endorser,440.0,13.88%,551xx,MN,10+ years,0.0
25000.0,2008-03-24,Employment service in need of cash to gr,593.0,39.46%,195xx,PA,10+ years,0.0
15000.0,2009-04-20,david,539.0,10.18%,038xx,NH,4 years,0.0
6000.0,2008-11-05,unsecured personal,643.0,13.93%,054xx,VT,1 year,0.0
15000.0,2008-12-23,Money ,729.0,44.41%,932xx,CA,10+ years,0.0
10000.0,2008-12-04,Get it done,701.0,30.41%,275xx,SC,< 1 year,0.0
1000.0,2009-03-19,Dental fees,577.0,7.54%,432xx,OH,1 year,0.0
20000.0,2009-05-07, ,667.0,20.32%,532xx,WI,< 1 year,0.0
15000.0,2007-12-12,wan99,643.0,16.67%,301xx,GA,2 years,0.0
5000.0,2008-02-25,crbosquet,545.0,0%,272xx,NC,2 years,0.0
25000.0,2009-04-29,Stage 1 Play door,537.0,0.6%,112xx,NY,< 1 year,0.0
3500.0,2008-04-29,Eric Fabian Loan,0.0,0%,209xx,MD,2 years,0.0
25000.0,2008-04-03,Indian View Dr.,590.0,12.86%,920xx,CA,10+ years,0.0
4000.0,2008-11-06,its a persona loan i just need it,517.0,0%,104xx,NY,1 year,0.0
4000.0,2008-09-09,Credit Card Payments,606.0,20.3%,331xx,FL,1 year,0.0
19000.0,2008-01-31,debt_consolidation,707.0,29.96%,278xx,NC,8 years,0.0
4000.0,2009-05-11,My Dream,436.0,0%,273xx,SC,4 years,0.0
10000.0,2009-05-02, ,726.0,6.25%,750xx,TX,1 year,0.0
5000.0,2008-01-23,allmighty,561.0,8.95%,983xx,WA,< 1 year,0.0
17000.0,2009-04-28, ,659.0,10.69%,300xx,GA,4 years,0.0
7000.0,2009-02-18,Help me earn my bachelors in business!!!,571.0,1.55%,759xx,TX,4 years,0.0
10000.0,2009-04-27,After School Loan,690.0,1.76%,967xx,HI,3 years,0.0
2500.0,2008-11-06,Personal,423.0,3.8%,386xx,MS,1 year,0.0
10000.0,2007-11-02,jorale,500.0,10.41%,760xx,TX,5 years,0.0
5000.0,2008-08-23,debt consolidation,466.0,25.43%,781xx,TX,2 years,0.0
5000.0,2008-05-01,Gauranteed! Noone'll loan me any money!,0.0,0%,452xx,OH,1 year,0.0
2000.0,2009-05-11,school funding,0.0,47.8%,170xx,PA,1 year,0.0
10000.0,2008-10-20,Pharma Rep needs to consolidate C. Cards,627.0,2.8%,770xx,TX,< 1 year,0.0
5000.0,2008-02-15,josseynd,608.0,9.27%,770xx,TX,< 1 year,0.0
5000.0,2008-09-26,Pay off High Interest Cards,676.0,6%,178xx,PA,5 years,0.0
5000.0,2009-03-12,car loan,464.0,16.2%,857xx,AZ,3 years,0.0
12000.0,2009-04-02,CLEAN UP CREDIT,585.0,10.68%,212xx,MD,3 years,0.0
25000.0,2008-03-03,r2shayford,583.0,0.64%,750xx,TX,2 years,0.0
15000.0,2008-11-04,Pay off of high interest Credit Cards,686.0,41.94%,805xx,CO,< 1 year,0.0
1000.0,2008-04-07,buying a computer,0.0,0%,911xx,CA,< 1 year,0.0
12650.0,2009-05-17,Auto Finance,675.0,9.68%,221xx,VA,3 years,0.0
14000.0,2009-02-22,please help,0.0,0%,028xx,RI,2 years,0.0
3000.0,2009-04-15, ,680.0,46.23%,770xx,TX,1 year,0.0
2500.0,2008-01-23,Misc,656.0,20.7%,347xx,FL,10+ years,0.0
7000.0,2008-08-26,Kiran,644.0,30.03%,787xx,TX,1 year,0.0
1100.0,2009-04-22,buying a car to go to and from work,520.0,0%,300xx,GA,2 years,0.0
5000.0,2008-06-23,Debt Consolidation,695.0,22.02%,750xx,TX,9 years,0.0
7500.0,2008-08-15,student consolidation loan,574.0,12.84%,631xx,MO,< 1 year,0.0
1000.0,2009-03-03,Need money to pay rent,715.0,6.25%,326xx,FL,< 1 year,0.0
20000.0,2007-12-18,metaliclizard,680.0,20.12%,983xx,WA,1 year,0.0
3500.0,2007-12-20,debt_consolidation,635.0,8.08%,114xx,NY,10+ years,0.0
4000.0,2008-03-11,To consolidate my debt,517.0,9.54%,014xx,MA,1 year,0.0
4000.0,2007-10-08,Glendasher,520.0,5.16%,112xx,NY,< 1 year,0.0
2500.0,2008-03-02,areddy,524.0,11.92%,347xx,FL,< 1 year,0.0
10100.0,2008-01-09,Combination Loan,694.0,27.48%,109xx,NY,< 1 year,0.0
15900.0,2008-01-14,emmasdaddyinwv,618.0,28.46%,255xx,WV,4 years,0.0
10000.0,2009-05-07,Need Dental Work..Extremely bad Teeth.,443.0,32.1%,018xx,MA,1 year,0.0
6000.0,2007-12-16,trpavey,517.0,9.96%,432xx,OH,< 1 year,0.0
25000.0,2008-11-06,Purchace of  mobile grooming business,622.0,23.79%,282xx,SC,1 year,0.0
3200.0,2008-03-04,Trying to get my feet on the ground,640.0,22.32%,206xx,MD,4 years,0.0
7500.0,2008-04-15,Consolidate 2 high rate loans,540.0,23.45%,658xx,MO,< 1 year,0.0
7900.0,2008-01-03,Bennett9h,593.0,14.98%,941xx,CA,1 year,0.0
20000.0,2009-04-29,Oakmont short sale,741.0,37.02%,156xx,PA,2 years,0.0
7500.0,2008-04-23,Needing help to get back on to my feet,541.0,0%,941xx,CA,< 1 year,0.0
7500.0,2009-03-30, ,641.0,17.78%,080xx,NJ,8 years,0.0
1000.0,2008-06-23,contining ed,548.0,16.44%,042xx,ME,9 years,0.0
9250.0,2008-11-14,I need office space.  ,482.0,0.83%,337xx,FL,1 year,0.0
5000.0,2008-04-08,debt consolidation,612.0,12.7%,170xx,PA,3 years,0.0
19000.0,2009-03-27,CAR LOAN,724.0,0.36%,113xx,NY,3 years,0.0
11000.0,2009-01-21,ivy's loan,621.0,326.4%,730xx,OK,< 1 year,0.0
5000.0,2008-11-14,Emergency Money,487.0,4.56%,401xx,KY,1 year,0.0
2500.0,2008-04-12,Car financing,772.0,288.6%,927xx,CA,1 year,0.0
14000.0,2009-04-19, ,688.0,27.77%,151xx,PA,4 years,0.0
25000.0,2009-04-23,"pay truck off,buy miniexcavator,dumptruk",523.0,10.13%,450xx,OH,1 year,0.0
5000.0,2009-02-19,Taxi Cab Startup,531.0,0%,212xx,MD,3 years,0.0
20000.0,2008-04-07,Credit card,719.0,12.54%,926xx,CA,4 years,0.0
2000.0,2007-10-30,Jim4455,548.0,38.07%,797xx,TX,< 1 year,0.0
5000.0,2009-03-24,In desperate need of a truck,485.0,3.94%,444xx,OH,2 years,0.0
10000.0,2008-02-11,NOLIMIT250,547.0,18.91%,685xx,NE,1 year,0.0
6000.0,2008-12-03,Daughter's Vehicle,623.0,11.9%,852xx,AZ,5 years,0.0
5000.0,2008-03-21,SCHOOL,475.0,0%,600xx,IL,< 1 year,0.0
10000.0,2008-01-07,home_improvement,766.0,13.88%,287xx,NC,10+ years,0.0
5000.0,2008-09-18,funeral advertising,436.0,32.97%,620xx,IL,5 years,0.0
14000.0,2009-05-11,Pam's loan,456.0,0%,179xx,PA,< 1 year,0.0
5000.0,2008-04-02,A Better Chance,534.0,7.86%,302xx,GA,< 1 year,0.0
5000.0,2008-02-08,hnyoun,608.0,26.12%,208xx,MD,3 years,0.0
5000.0,2009-05-12,education,485.0,0%,727xx,AR,< 1 year,0.0
10000.0,2008-06-05,Start-up Business kwikpost.com,409.0,24.71%,278xx,NC,2 years,0.0
10000.0,2009-03-10, ,770.0,6.35%,941xx,CA,2 years,0.0
5000.0,2009-04-24,To continue flying school,679.0,8.51%,941xx,CA,3 years,0.0
12500.0,2008-01-16,flip master,442.0,28.2%,352xx,AL,4 years,0.0
7500.0,2008-04-13,Financing for: Fitness By Timothy,656.0,14.25%,941xx,CA,1 year,0.0
10000.0,2008-11-15,Property Taxes for New Condo,675.0,12.04%,900xx,CA,5 years,0.0
10000.0,2007-11-27,charles2050,455.0,22.62%,852xx,AZ,1 year,0.0
5000.0,2008-09-22,MOTHER MEDICAL EXPENCES,747.0,8.13%,880xx,NM,6 years,0.0
700.0,2007-12-25,piolinn,471.0,43.84%,954xx,CA,< 1 year,0.0
6000.0,2008-04-07,Saving my credit/paying off car & taxes,598.0,26.54%,287xx,NC,< 1 year,0.0
2000.0,2009-02-09,In a bind and no one to help,601.0,0.9%,330xx,FL,2 years,0.0
5000.0,2008-12-11,home improvement,698.0,10.3%,180xx,PA,10+ years,0.0
7500.0,2008-04-16,"Furniture Supplies, Inc. National Import",660.0,60.2%,900xx,CA,10+ years,0.0
2200.0,2008-03-22,lower interest rate,515.0,18.04%,338xx,FL,1 year,0.0
12000.0,2008-01-13,Mark D,758.0,1.28%,282xx,NC,3 years,0.0
5000.0,2009-04-25,college,524.0,0%,404xx,KY,< 1 year,0.0
25000.0,2009-04-25,Supplemental Loan for Independant,488.0,38700%,750xx,TX,< 1 year,0.0
12000.0,2008-12-29,taxes,452.0,45.05%,061xx,CT,9 years,0.0
20000.0,2008-11-14,Personal loan,701.0,29.68%,168xx,PA,8 years,0.0
5000.0,2008-12-28,Consolidate,401.0,0.79%,980xx,WA,7 years,0.0
12000.0,2008-12-29,WORKING TOWARDS CREDIT CARD FREEDOM,719.0,12.53%,341xx,FL,10+ years,0.0
1000.0,2009-05-08,Paying for my Son's education,577.0,251.52%,021xx,MA,4 years,0.0
12000.0,2009-01-31, ,584.0,33.02%,293xx,SC,< 1 year,0.0
5000.0,2008-12-15,buying something I need asap,575.0,0%,902xx,CA,3 years,0.0
2500.0,2008-11-07, ,673.0,43.03%,062xx,CT,3 years,0.0
15000.0,2008-01-13,debt consolidation,719.0,20.66%,452xx,OH,2 years,0.0
5500.0,2007-06-27,Kratos,594.0,18.76%,207xx,MD,< 1 year,0.0
15000.0,2007-07-16,Etrader77,637.0,4.14%,434xx,OH,3 years,0.0
8500.0,2008-07-31, ,688.0,5.2%,442xx,OH,3 years,0.0
1200.0,2009-01-04,Preventing eviction,465.0,11.4%,029xx,RI,< 1 year,0.0
25000.0,2008-10-14,Luther Project,704.0,25.57%,605xx,IL,5 years,0.0
5000.0,2009-04-15,Baby Girl,526.0,2.2%,906xx,CA,2 years,0.0
4500.0,2007-11-29,islandqueen,522.0,0%,298xx,SC,< 1 year,0.0
9000.0,2008-10-20,Help payoff credit cards,654.0,19.86%,334xx,FL,1 year,0.0
5000.0,2008-03-03,rowan,618.0,6.6%,276xx,NC,2 years,0.0
15000.0,2007-10-06,"Get Back On Track: Pay Closing Costs, Ta",670.0,3.07%,303xx,GA,2 years,0.0
5500.0,2007-12-08,1999,715.0,1.46%,283xx,NC,3 years,0.0
5000.0,2008-10-29,Student loan,467.0,56.57%,770xx,TX,< 1 year,0.0
5000.0,2008-03-24,To get some bills paid off to help famil,479.0,17.47%,243xx,VA,2 years,0.0
10000.0,2008-12-04,Loan For Consolidation,486.0,0%,465xx,IL,< 1 year,0.0
5000.0,2009-05-12,MBA Grad School,656.0,3.69%,326xx,FL,1 year,0.0
15000.0,2008-12-21,Business Loan for expenses and lawyer,594.0,9.78%,618xx,IL,< 1 year,0.0
10000.0,2008-01-13,zacharyg,571.0,2.25%,129xx,NY,1 year,0.0
7500.0,2008-07-29,Getting Finances Under Control,442.0,39.75%,282xx,NC,3 years,0.0
3500.0,2008-03-23,help - please,452.0,24.36%,070xx,NJ,10+ years,0.0
13000.0,2009-03-29,harley davidson loan,631.0,20.05%,761xx,TX,< 1 year,0.0
1000.0,2008-06-28,student,704.0,0%,916xx,CA,1 year,0.0
20000.0,2009-04-07, ,733.0,0.43%,606xx,IL,10+ years,0.0
2000.0,2008-10-22,In Desperate Need of Loan,458.0,12.51%,791xx,TX,10+ years,0.0
3500.0,2008-07-19,QuickenLoan,640.0,20.74%,606xx,IL,10+ years,0.0
1000.0,2009-05-06,Personal,592.0,9.31%,824xx,WY,5 years,0.0
20000.0,2008-01-28,debt_consolidation,727.0,31.73%,989xx,WA,6 years,0.0
4000.0,2008-11-25,Summer Riley,501.0,2.19%,502xx,IL,1 year,0.0
3500.0,2009-05-05,2009 loan,555.0,3.75%,437xx,OH,< 1 year,0.0
3000.0,2008-07-15,New Life,526.0,8.52%,431xx,OH,10+ years,0.0
18000.0,2009-05-17,Debt Consolidation ,661.0,31.01%,946xx,CA,4 years,0.0
20000.0,2009-03-09, ,705.0,36.86%,913xx,CA,10+ years,0.0
4000.0,2008-12-14,secured or unsecured,450.0,0.58%,532xx,WI,8 years,0.0
7500.0,2008-09-04,Inventory for Screen Shop,656.0,5.88%,919xx,CA,1 year,0.0
10000.0,2009-02-13,settle bill,477.0,55.52%,038xx,NH,10+ years,0.0
22262.0,2009-05-11, ,675.0,10.42%,102xx,NY,2 years,0.0
1500.0,2009-01-21,New Car Down Payment,569.0,16.02%,078xx,NJ,1 year,0.0
9600.0,2008-01-07,Personal Loan,680.0,17.8%,503xx,IA,< 1 year,0.0
25000.0,2008-12-08,Debt Consolidation,645.0,22.42%,801xx,CO,2 years,0.0
2500.0,2009-05-02,Debt Gone Away,662.0,14.09%,207xx,MD,5 years,0.0
7500.0,2007-10-15,dakotaaxis,505.0,17.02%,023xx,MA,< 1 year,0.0
1650.0,2007-11-30,MIKEDAVIS4612483,525.0,7.51%,472xx,IN,1 year,0.0
25000.0,2008-02-21,Kraftwerk08,598.0,0%,926xx,CA,< 1 year,0.0
25000.0,2009-01-26,Service division's growth needs flow!,702.0,27.98%,939xx,CA,10+ years,0.0
3000.0,2007-10-15,deafton,501.0,22.47%,750xx,TX,1 year,0.0
6500.0,2008-11-01,Student Loan,608.0,29.52%,328xx,FL,2 years,0.0
7500.0,2008-06-04,I am desprate to save my family,508.0,12.67%,983xx,WA,3 years,0.0
20000.0,2009-02-27,Helping A Friend In Need,658.0,24.24%,630xx,MO,3 years,0.0
25000.0,2008-12-01,Reaching for May 2009,694.0,12.24%,980xx,WA,1 year,0.0
25000.0,2008-02-25,Johnmw,601.0,28.48%,926xx,CA,7 years,0.0
3000.0,2009-05-11,Money Problems,613.0,66.83%,624xx,IL,2 years,0.0
9000.0,2009-05-08,Reliable Transportation,465.0,0%,381xx,UT,< 1 year,0.0
3000.0,2008-01-15,other,667.0,5.57%,481xx,MI,< 1 year,0.0
8000.0,2008-09-02, ,724.0,33.44%,930xx,CA,< 1 year,0.0
15000.0,2009-03-24,engine rebuild,609.0,0.33%,254xx,WV,3 years,0.0
1000.0,2009-01-04,Loan for rent payment,534.0,22.4%,021xx,MA,< 1 year,0.0
1000.0,2009-05-03,Further education,438.0,0.94%,700xx,LA,6 years,0.0
25000.0,2007-12-05,EstateRose,685.0,32.47%,989xx,WA,5 years,0.0
20000.0,2009-05-03, ,677.0,8.86%,600xx,IL,1 year,0.0
7500.0,2008-06-04, ,706.0,34.47%,773xx,TX,10+ years,0.0
8000.0,2008-07-13,Peace of mind,543.0,12.28%,460xx,IN,< 1 year,0.0
2000.0,2008-11-14,car finance/debts,596.0,1.8%,334xx,FL,< 1 year,0.0
9000.0,2009-03-20, ,672.0,3.21%,208xx,MD,9 years,0.0
5000.0,2008-12-08, ,731.0,2.04%,900xx,CA,8 years,0.0
7500.0,2009-02-04,Consolidate High Interest Credit cards,662.0,29.59%,212xx,MD,< 1 year,0.0
15000.0,2009-03-21,steve's loan,455.0,0%,229xx,VA,< 1 year,0.0
1000.0,2009-04-08,Transmission repair,585.0,1.66%,982xx,WA,1 year,0.0
1000.0,2008-12-06,credit card bill,589.0,3.96%,112xx,NY,1 year,0.0
5000.0,2008-12-23,Personal,0.0,0%,104xx,NY,< 1 year,0.0
15000.0,2007-10-16,peaceomind,509.0,4.1%,238xx,VA,10+ years,0.0
1000.0,2007-12-14,rdrobish,400.0,0%,184xx,PA,< 1 year,0.0
25000.0,2008-02-10,jackieo,741.0,33.19%,442xx,OH,8 years,0.0
7000.0,2007-12-18,lpnchic3,391.0,14.35%,441xx,OH,< 1 year,0.0
10000.0,2007-11-20,sk4664,582.0,17.44%,064xx,CO,2 years,0.0
5600.0,2008-07-23,Getting Things in Order,662.0,7.89%,300xx,GA,1 year,0.0
1600.0,2008-12-19,I need some debt relief,548.0,8.28%,601xx,IL,2 years,0.0
5000.0,2007-12-02,WORKINGMOTHEROF3,436.0,16.24%,358xx,AL,1 year,0.0
8000.0,2008-12-07,Consolidating All Debt,599.0,5.28%,921xx,CA,8 years,0.0
15000.0,2009-02-04,Need to finish paying for my wedding,675.0,17.44%,607xx,IL,2 years,0.0
17000.0,2009-03-30, ,705.0,29.7%,208xx,MD,2 years,0.0
3000.0,2009-04-15,medical expenses,536.0,0%,104xx,NY,< 1 year,0.0
21000.0,2009-01-10, ,651.0,23.01%,802xx,CO,10+ years,0.0
3000.0,2007-12-12,Indiana Mom,579.0,19.37%,460xx,IN,2 years,0.0
7500.0,2009-01-16,Home Improvement,658.0,9.54%,126xx,NY,10+ years,0.0
25000.0,2008-04-07,business loan,534.0,47.97%,600xx,IL,10+ years,0.0
5000.0,2008-12-17,christmas,506.0,0%,301xx,GA,10+ years,0.0
10000.0,2008-11-18,Dakodapoker upgrade,0.0,0%,215xx,MD,3 years,0.0
5000.0,2007-12-14,short term loan,661.0,18.38%,331xx,FL,10+ years,0.0
15000.0,2009-01-04,Settling down,561.0,33.32%,940xx,CA,< 1 year,0.0
5000.0,2008-01-14,William Hamm,0.0,0%,675xx,KS,< 1 year,0.0
10000.0,2009-03-16,Refinancing credit card,652.0,62.03%,299xx,SC,10+ years,0.0
6550.0,2008-03-24,WaMU payoff,599.0,24.14%,329xx,FL,5 years,0.0
15000.0,2009-01-05, ,688.0,66.2%,177xx,PA,4 years,0.0
1400.0,2009-05-09,All Most There,572.0,47.43%,852xx,AZ,8 years,0.0
